,Title,Album,Artist,Duration (ms),Rating,Play Count,Removed
0,Ek Lo Ek MuftÂ ,Guru (Original Motion Picture Soundtrack),Bappi Lahiri,298000,0,1,
0,Ek Main Aur Ekk Tu (Remix By Dj Shiva),Ek Main Aur Ekk Tu,Anushka Manchanda,248000,1,0,
0,Ek Main Aur Ekk Tu,Ek Main Aur Ekk Tu,Anushka Manchanda,261000,0,3,
0,Ek Nadi Thi,Mirzya - Dare To Love,K. Mohan,204000,0,0,
0,Ek Nazar Mein Bhi,Taxi No. 9211 (Original Motion Picture Soundtrack),K. K.,277000,0,2,
0,Electric Piya (Fused),Gangs Of Wasseypur - 2,Rasika D Rani,267000,1,2,
0,Electric Piya,Gangs Of Wasseypur - 2,Rasika D Rani (Trinidad,274000,0,3,
0,Emosanal Attyachaar (Brass Band Version),Dev D,"Amit Trivedi, Amitabh Bhattacharya",238000,5,34,
0,Emotional Attyachaar (Rock Version),Dev D,Bonnie Chakraborty,239000,5,20,
0,Emotional Fool,Humpty Sharma Ki Dulhania (Original Motion Picture Soundtrack),Sharib Toshi,216000,0,1,
0,Empty Spaces,The Wall,Pink Floyd,127000,0,5,
0,Endhira Logathu Sundariye,2.0,Shashaa Tirupati,329000,0,3,Yes
0,"Endless, Nameless",Nevermind,Nirvana,403000,0,2,
0,Engine Ki Seeti,Khoobsurat,Sunidhi Chauhan,235000,0,4,
0,Enna Sona,OK Jaanu (Original Motion Picture Soundtrack),Arijit Singh,213000,5,9,
0,Ennile Maha Oliyo,Coke Studio India Season 3: Episode 1,A.R. Rahman,257000,0,1,
0,Enu Naam Che Raees,Raees,"Ram Sampath, Tarannum Malik",180000,0,2,
0,Exodus,Legend,Bob Marley &amp; The Wailers,459000,0,0,
0,F for Fyaar,Manmarziyaan,"Harshdeep Kaur, Mast Ali &amp; Sikander Kahlon",232359,5,6,
0,Falak Tak,Tashan,"Udit Narayan,Mahalaxmi Iyer",356000,0,3,
0,Fanaa For You (Chand Sifarish Club Mix),Fanaa,"Shaan, Kailash Kher",265000,1,0,
0,Fanny Re,Finding Fanny (Original Motion Picture Soundtrack),Mathias Duplessy,186000,0,2,
0,Farak,Farak,DIVINE,188000,0,4,
0,Farukha Baadi,Luv Shuv Tey Chicken Khurana,Amit Trivedi,288000,0,1,
0,Fat Bottomed Girls,Greatest Hits 1 &amp; 2,Queen,203000,0,2,
0,Fatak,Kaminey,Kailash Kher,328000,0,0,
0,Fevicol Se (Remix By Friedbrainmusic.Com),Dabangg 2,Mamta Sharma,257000,1,1,
0,Fevicol Se,Dabangg 2,Mamta Sharma,289000,0,2,
0,Fifi - Jata Kahan Hai Deewane (From &quot;Bombay Velvet&quot;),Fifi - Jata Kahan Hai Deewane (From &quot;Bombay Velvet&quot;),Suman Sridhar,196000,0,2,
0,Fitoori,Bajirao Mastani,"Vaishali Made, Ganesh Chandanshive",235441,0,3,
0,Fixing A Hole (Remastered),Sgt. Pepper&#39;s Lonely Hearts Club Band (Remastered),The Beatles,156000,0,3,
0,Flicker Singh,Soorma (Original Motion Picture Soundtrack),Shankarâ€“Ehsaanâ€“Loy,366000,0,3,
0,Flying (Remastered),Magical Mystery Tour (Remastered),The Beatles,135000,0,0,
0,For You Blue (Remastered),Let It Be (Remastered),The Beatles,152000,0,0,
0,Four Sticks,Led Zeppelin IV (Remastered),Led Zeppelin,285000,0,2,
0,Frances Farmer Will Have Her Revenge On Seattle,In Utero (20th Anniversary Remaster),Nirvana,250000,0,0,
0,Friends Will Be Friends,Greatest Hits 1 &amp; 2,Queen,248000,0,0,
0,Friends,Led Zeppelin III (Remastered),Led Zeppelin,233000,0,1,
0,Fu Bai Fu,Fanney Khan,Monali Thakur,277000,0,3,
0,Fuk Fuk Fukrey,Fukrey,Ram Sampath,205000,0,0,
0,Future,Con.Fi.Den.Tial,Diljit Dosanjh,173000,0,0,
0,Fyaar Pe Duniya,Manmarziyaan,Alamgir Khan,163500,0,2,
0,Gaaye Jaa (Female),Brothers (Original Motion Picture Soundtrack),Ajay-Atul,342000,1,0,
0,Gaaye Jaa (Male),Brothers (Original Motion Picture Soundtrack),Ajay-Atul,329000,0,1,
0,Gadbadi Hadbadi,Rocket Singh - Salesman Of The Year,Vishal Dadlani,253000,0,0,
0,Gajanana,Bajirao Mastani,Sukhwinder Singh,217234,0,3,
0,Galat Baat Hai,Main Tera Hero,Neeti Mohan,259000,0,0,
0,Gali Gali (Pataakha),Pataakha,"Sukhwinder Singh Choir - Mridul Ghosh, Sudhanshu Shome, Pankaj Dixit, Divyaansh Mehta",221000,0,1,
0,Gallan Goodiyaan,Dil Dhadakne Do,Manish Kumar Tipu,296000,0,4,
0,Galliyan,Bollywood Unplugged,Ankit Tiwari,417000,0,2,
0,Gallows Pole,Led Zeppelin III (Remastered),Led Zeppelin,297000,0,2,
0,Galti Se Mistake,Jagga Jasoos,Arijit Singh,203000,5,12,
0,Gao Gao Jhumke,Mera Naam Joker (Original Motion Picture Soundtrack),Mukesh,375000,1,0,
0,Gayee Kaam Se (Laila Majnu),Laila Majnu,"Dev Negi, Amit Sharma, Meenal Jain",253000,0,0,
0,Geet Mein Dhalte Lafzon Mein,Udaan,Amit Trivedi,295000,5,15,
0,Genda Phool,Delhi-6,Rekha Bhardwaj,168000,0,7,
0,Get Back (Remastered),Let It Be (Remastered),The Beatles,189000,0,0,
0,"Get Up, Stand Up",Legend,The Wailers,197000,0,0,
0,Get Your Filthy Hands Off My Desert,The Final Cut,Pink Floyd,76000,0,0,
0,Getting Better (Remastered),Sgt. Pepper&#39;s Lonely Hearts Club Band (Remastered),The Beatles,168000,0,5,
0,Ghagra,Yeh Jawaani Hai Deewani,Vishal Dadlani,304000,5,10,
0,Ghaint Fan - Punjabi Version,Fan,Harbhajan Mann,225000,1,1,
0,Ghammar Ghammar,Raees,Roshan Rathod,159000,0,2,
0,Ghanan Ghanan,Lagaan (Original Motion Picture Soundtrack),A.R. Rahman,371000,0,0,
0,Ghar Aaja Pardesi,Dilwale Dulhania Le Jayenge (Original Motion Picture Soundtrack),Pamela Chopra,451000,0,0,
0,Ghar Layenge GoldÂ ,Gold,"Daler Mehndi, Sachin Sanghvi, Jigar Saraiya",203000,0,1,
0,Ghar,Jab Harry Met Sejal (Original Motion Picture Soundtrack),Nikhita Gandhi,220000,0,2,
0,Ghoomar,Padmaavat,Shreya Ghoshal,282000,0,1,
0,Ghungta,Babumoshai Bandookbaaz (Original Motion Picture Soundtrack),Neha Kakkar,249000,0,0,
0,GilehriyaanÂ ,Dangal,Jonita Gandhi,220000,5,7,
0,Girls Like To Swing,Dil Dhadakne Do,Sunidhi Chauhan,243000,0,0,
0,Give Me Some Sunshine,3 Idiots,Suraj Jagan,245000,0,2,
0,Givin the Dog a Bone,Back In Black,AC/DC,211000,0,0,
0,Go Charlie Go,Kaminey,Theme Music,130000,0,0,
0,Gobind Bolo,Agent Vinod,Subhajit Mukherjee,116000,0,0,
0,Going To California,Led Zeppelin IV (Remastered),Led Zeppelin,212000,0,1,
0,Gold Tamba,Batti Gul Meter Chalu,Nakash Aziz,301000,0,5,
0,Golden Slumbers (Remastered),Abbey Road (Remastered),The Beatles,91000,0,13,
0,Goli (Remix by Mayur Sahani),Shootout At Wadala,Meet Bros Anjjan,215000,1,1,
0,Goli,Shootout At Wadala,Meet Bros Anjjan,247000,0,0,
0,Good Man Di Laaltain,Soorma (Original Motion Picture Soundtrack),Shankarâ€“Ehsaanâ€“Loy,205000,0,1,
0,Good Morning Good Morning (Remastered),Sgt. Pepper&#39;s Lonely Hearts Club Band (Remastered),The Beatles,161000,0,1,
0,Good Old Fashioned Lover Boy,Greatest Hits 1 &amp; 2,Queen,174000,0,0,
0,Good Times Bad Times,Mothership (Remastered),Led Zeppelin,167000,0,2,
0,Good Times Bad Times,Led Zeppelin (Deluxe Edition),Led Zeppelin,166000,0,0,
0,"Good Times Bad Times/Communication Breakdown (Live in Paris, 1969)",Led Zeppelin (Deluxe Edition),Led Zeppelin,232000,1,0,
0,Goodbye Blue Sky,The Wall,Pink Floyd,167000,0,1,
0,Goodbye Cruel World,The Wall,Pink Floyd,73000,0,1,
0,Gore Mukhde Pe Zulfan Di Chhaavan,Special 26,Shabab Sabri,245000,0,0,
0,Gori Gori Gori Gori,Main Hoon Na,Anu Malik,268000,0,1,
0,Gori Tu Latth Maar,Toilet - Ek Prem Katha,Palak Muchhal,238000,0,1,
0,Grahan,Te3n,Vishal Dadlani,280000,0,1,
0,Grey Walaa Shade,Manmarziyaan,Harshdeep Kaur &amp; Jazim Sharma,283245,0,2,
0,Gubbare,Ek Main Aur Ekk Tu,Amit Trivedi,271000,0,1,
0,Gudgudi (Secret Superstar),Secret Superstar,Sunidhi Chauhan,252000,0,0,
0,Gulaabo,Shaandaar,Vishal Dadlani &amp; Anusha Mani,264515,5,14,
0,Gulon Mein Rang Bhare,Haider (Original Motion Picture Soundtrack),Arijit Singh,315000,0,1,
0,Gun Gun Guna,Agneepath,Ajay-Atul,275000,0,4,
0,Gunday Mashup,Gunday,"Neha Bhasin,Bappi Lahiri,Javed Ali,Rap By: Kinga Rhymes,Kk,Neeti Mohan, Vishal Dadlani, Arijit Singh, Shadab Faridi",314000,0,2,
0,Gunday,Gunday,"Sohail Sen, Rap By: Kinga Rhymes",166000,0,1,
0,Gurbani,Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),Shankar Ehsaan Loy,100000,0,1,
0,Guzarish,Ghajini,Javed Ali,327000,0,5,
0,Haan Tu Hain,Jannat (Original Motion Picture Soundtrack),Pritam,324000,0,1,
0,Haanikaarak Bapu,Dangal,Sartaz Khan Barna,262000,0,1,
0,Haathapai,Mukkabaaz,Sukhwinder Singh,253176,0,0,
0,Haathon Mein Thhe Haath,Mubarakan,Aditi Singh Sharma,239000,0,2,
0,Haawa Haawa,Rockstar,Mohit Chauhan,339000,5,26,
0,Hafiz Hafiz (Laila Majnu),Laila Majnu,Mohit Chauhan,339000,5,8,
0,Hai Junoon - Remix (Remix by: Julius Packiam),New York,Kk,369000,1,0,
0,Hai Junoon,New York,Kk,331000,5,8,
0,Hai Tu,Trapped,Gowri Jayakumar,184000,0,2,
0,Hai Ye Maya (Remix By Shane Mendonsa),Don 2,Usha Uthup,281000,1,0,
0,Hai Ye Maya,Don 2,Usha Uthup,282000,0,1,
0,Hai Yehi Zindagi,Kick,Meet Bros Anjjan,196000,1,1,
0,Hai Yehi Zindagi,Kick,Meet Bros Anjjan,196000,0,0,
0,Hairat,Anjaana Anjaani,Lucky Ali,247000,5,16,
0,Hale Dil (Acoustic),Murder 2,Harshit Saxena,300000,1,0,
0,Hale Dil,Murder 2,Harshit Saxena,346000,0,0,
0,Halka Halka,Raees,Ram Sampath,238000,0,5,
0,Halka Halka,Fanney Khan,Sunidhi Chauhan,247000,0,2,
0,Halla (Revisited),Dhan Dhana Dhan Goal,Daler Mehndi,265000,1,0,
0,Halla Bol,Dhan Dhana Dhan Goal,Daler Mehndi,302000,0,0,
0,Hallaa,Manmarziyaan,Jyoti Nooran &amp; Romi,289584,5,11,
0,Halo Re,Prem Ratan Dhan Payo,Aman Trikha,198000,0,0,
0,Hamari Adhuri Kahani (Encore),Hamari Adhuri Kahani (Original Motion Picture Soundtrack),Jeet Gannguli,399000,0,0,
0,Hamari Adhuri Kahani (Title Track),Hamari Adhuri Kahani (Original Motion Picture Soundtrack),Arijit Singh,398000,0,2,
0,Hamari Atariya,Dedh Ishqiya,Rekha Bhardwaj,248000,0,0,
0,Haminastu (Fitoor),Fitoor,Zeb Bangash,259000,0,6,
0,Hammer To Fall,Greatest Hits 1 &amp; 2,Queen,220000,0,1,
0,Hangover (Mba Swag),Kick,Meet Bros Anjjan,182000,1,0,
0,Hangover (Remix By Meet Bros Anjjan),Kick,Meet Bros Anjjan,252000,1,1,
0,Hangover,Kick,Meet Bros Anjjan,375000,0,5,
0,Hans Mat Pagli,Toilet - Ek Prem Katha,Sonu Nigam,317000,0,0,
0,Happy Budday,Kill Dil,"Sukhwinder Singh, Shankar Mahadevan",267000,0,1,
0,Happy Happy,Blackmail,Badshah,166000,0,2,
0,Haq Hai,Te3n,Clinton Cerejo,318000,0,1,
0,Har Har Gange,Batti Gul Meter Chalu,Arijit Singh,182000,5,5,
0,Hard Hard,Batti Gul Meter Chalu,Sachet Tandon,218000,0,1,
0,Harjaiyaan,Queen,Nandini Srikar,287000,5,15,
0,Haseeno Ka Deewana,Kaabil,Payal Dev,229000,0,1,
0,Hasi (Female Version),Hamari Adhuri Kahani (Original Motion Picture Soundtrack),Shreya Ghoshal,192000,0,1,
0,Hasi (Male Version),Hamari Adhuri Kahani (Original Motion Picture Soundtrack),Ami Mishra,272000,1,0,
0,Hass Nache Le (Udta Punjab),Udta Punjab,Shahid Mallya,270000,5,37,
0,Hats Off To [Roy] Harper,Led Zeppelin III (Remastered),Led Zeppelin,222000,0,0,
0,Haule Haule(Remix) - Remixed by: DJ Amyth,Rab Ne Bana Di Jodi,Sukhwinder Singh,209000,1,0,
0,Haule Haule,Rab Ne Bana Di Jodi,Sukhwinder Singh,263000,5,16,
0,Have a Cigar,Wish You Were Here,Pink Floyd,307000,0,3,
0,Have a Drink on Me,Back In Black,AC/DC,238000,0,0,
0,Hawa Hawa,Mubarakan,Prakriti Kakar,272000,0,0,
0,Hawayein (Film Version),Jab Harry Met Sejal (Original Motion Picture Soundtrack),Arijit Singh,307000,0,1,
0,Hawayein,Jab Harry Met Sejal (Original Motion Picture Soundtrack),Arijit Singh,290000,5,13,
0,Headlong,Greatest Hits 1 &amp; 2,Queen,273000,0,1,
0,Heart-Shaped Box,In Utero (20th Anniversary Remaster),Nirvana,281000,0,1,
0,"Heartbreaker (Live in Paris, 1969)",Led Zeppelin (Deluxe Edition),Led Zeppelin,229000,1,0,
0,Heartbreaker (Rough Mix With Vocal),Led Zeppelin II (Deluxe Edition),Led Zeppelin,265000,1,0,
0,Heartbreaker,Mothership (Remastered),Led Zeppelin,255000,0,1,
0,Heartbreaker,Led Zeppelin II (Deluxe Edition),Led Zeppelin,254000,0,0,
0,Heartquake (Aftershocks) (feat. Slowcheeta),Karwaan,Papon,235000,0,0,
0,Heartquake,Karwaan,Papon,201000,0,0,
0,Heer Toh Badi Sad Hai,Tamasha,Mika Singh,326000,5,12,
0,Heer,Jab Tak Hai Jaan,Harshdeep Kaur,314000,0,1,
0,Heera,Highway,Shweta Pandit,272000,0,2,
0,Hello Hello (Pataakha),Pataakha,Rekha Bhardwaj,207000,0,1,
0,"Hello, Goodbye (Remastered)",Magical Mystery Tour (Remastered),The Beatles,208000,0,7,
0,Hells Bells,Back In Black,AC/DC,312000,0,0,
0,Help! (Remastered),Help! (Remastered),The Beatles,139000,0,1,
0,Helu Shiva,Lucia,"Naveen Sajju, Rakshith Nagarle, Yogaraj Bhat",241000,5,19,
0,Her Majesty (Remastered),Abbey Road (Remastered),The Beatles,26000,0,1,
0,Here Comes The Sun (Remastered),Abbey Road (Remastered),The Beatles,185000,0,7,
0,Hey Bulldog (Remastered),Yellow Submarine (Remastered),The Beatles,191000,0,0,
0,Hey Dude,Dhan Dhana Dhan Goal,Devrat,296000,0,0,
0,Hey Kaala Bandar,Delhi-6,Karthik,350000,0,1,
0,Hey Mr. DJ,Phata Poster Nikhla Hero,Shalmili Kholgade,269000,0,0,
0,Hey Ri,Rock @ Coke Studio India,Harshdeep Kaur,384000,0,1,
0,Hey Ya ! (Remix By Digital Boyz),Karthik Calling Karthik,Loy Mendonsa,315000,1,0,
0,Hey Ya !,Karthik Calling Karthik,Loy Mendonsa,255000,0,6,
0,Hey You,The Wall,Pink Floyd,278000,0,9,
0,High End,Con.Fi.Den.Tial,Diljit Dosanjh,176000,0,8,
0,Hikknaal,Dev D,Labh Janjua,225000,5,28,
0,Ho Gaya Hai Tujhko To Pyar Sajna,Dilwale Dulhania Le Jayenge (Original Motion Picture Soundtrack),Lata Mangeshkar,349000,0,0,
0,Hockey Remix,Chak De India,"Medival Punditz,Gaurav Raina, Tapan Raj",262000,1,1,
0,Hoi Kiw / Chalo Chalo,Rock On 2,"Usha Uthup, Kit Shangpliang, Pynsuklin Syiemiong",243000,0,1,
0,Holi (Manganiyars &amp; Langa&#39;s Folk Song),Padmaavat,Shail Hada,176000,0,1,
0,Hona Hai Kya,Talaash,Ram Sampath,283000,0,4,
0,Hone Do Batiyaan (Fitoor),Fitoor,"Nandini Srikar, Zeb Bangash",270000,0,3,
0,Honeymoon Ki Raat,The Dirty Picture,Sunidhi Chauhan,270000,0,0,
0,Hooriyaan,Oye Lucky Lucky Oye,Himani Kapoor,208000,0,2,
0,Horn Ok Please - Version 2,Dedh Ishqiya,Yo Yo Honey Singh,244000,0,0,
0,Horn Ok Please,Dedh Ishqiya,Yo Yo Honey Singh,278000,0,1,
0,Hota Hai,Mirzya - Dare To Love,Akhtar Chinnal,305000,0,0,
0,Houses Of The Holy,Mothership (Remastered),Led Zeppelin,244000,0,0,
0,Houses Of The Holy,Physical Graffiti,Led Zeppelin,242000,0,1,
0,Houses Of The Holy,Physical Graffiti (Remastered),Led Zeppelin,244000,0,0,
0,"How Many More Times (Live in Paris, 1969)",Led Zeppelin (Deluxe Edition),Led Zeppelin,674000,1,0,
0,How Many More Times,Led Zeppelin (Deluxe Edition),Led Zeppelin,507000,0,0,
0,Hu Ba Hu (Padman),Padman,Amit Trivedi,216000,0,2,
0,Hud Hud Dabangg,Dabangg,Sukhwinder Singh,252000,5,15,
0,Hulchul,Qaidi Band,Arijit Singh &amp; Yashita Sharma,237000,5,10,
0,Hullaare,2 States,Siddharth Mahadevan,221000,0,0,
0,Hum Hain Insaaf,Bhavesh Joshi Superhero,"Babu Haabi, Naezy",184764,5,15,
0,Hum Jee Lenge (Rock Version),Murder 3 (Original Motion Picture Soundtrack),Roxen Band,257000,0,0,
0,Hum Jee Lenge,Murder 3 (Original Motion Picture Soundtrack),Mustafa Zahid,275000,0,0,
0,Hum Mar Jayenge,Aashiqui 2,Arijit Singh,306000,0,2,
0,Human Nature,Michael Jackson&#39;s This Is It,Michael Jackson,245000,0,0,Yes
0,Human Nature,Thriller,Michael Jackson,246000,0,0,
0,Humdard,Bollywood Unplugged,Palak Muchhal,341000,0,1,
0,"Humka Peeni Hai (Remix By Fried Brain,Kiran Kamath)",Dabangg,Shabab Sabri,266000,1,1,
0,Humka Peeni Hai,Dabangg,Shabab Sabri,313000,0,1,
0,Humnava,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),Papon,328000,0,3,
0,Humni Ke Chhodi Ke,Gangs Of Wasseypur,Deepak Kumar,257000,0,3,
0,Humsafar,Badrinath Ki Dulhania,Akhil Sachdeva,268000,0,1,
0,Hunter,Gangs Of Wasseypur,Rajneesh,257000,0,4,
0,Hunterrr 303,Hunterrr,Bappi Lahiri,242000,5,14,
0,I Am India (Escape),Qaidi Band,Amit Trivedi &amp; Yashita Sharma,198000,0,3,
0,I Am India,Qaidi Band,"Arijit Singh &amp; Yashita Sharma (Additional Vocals: Keshia Braganza, Crystal Sequeira)",223000,0,2,
0,I Am The Walrus (Remastered),Magical Mystery Tour (Remastered),The Beatles,275000,0,3,
0,I am Trapped,Trapped,,109000,1,0,
0,"I Can&#39;t Quit You Baby (Live in Paris, 1969)",Led Zeppelin (Deluxe Edition),Led Zeppelin,401000,1,0,
0,I Can&#39;t Quit You Baby,Led Zeppelin (Deluxe Edition),Led Zeppelin,282000,0,0,
0,I Feel Good,Anjaana Anjaani,Vishal Dadlani,317000,0,0,
0,I Just Can&#39;t Stop Loving You (2012 Remaster) (feat. Siedah Garrett),Bad (Remastered),Michael Jackson,251000,0,0,
0,I Just Can&#39;t Stop Loving You (feat. Siedah Garrett),Number Ones,Michael Jackson,251000,0,0,
0,I Just Can&#39;t Stop Loving You (Remastered) (feat. Siedah Garrett),Michael Jackson&#39;s This Is It,Michael Jackson,252000,0,0,Yes
0,I Keel Ded Peepul (Boris Mix),Go Goa Gone (Original Motion Picture Soundtrack),Sachin Jigar,102000,1,0,
0,I Me Mine (Remastered),Let It Be (Remastered),The Beatles,145000,0,0,
0,I Need You (Remastered),Help! (Remastered),The Beatles,148000,0,0,
0,I Shot The Sheriff,Legend,The Wailers,280000,0,0,
0,I Should Have Known Better (Remastered),A Hard Day&#39;s Night (Remastered),The Beatles,163000,0,0,
0,I Want It All,Greatest Hits 1 &amp; 2,Queen,241000,0,4,
0,I Want To Break Free (Single Version),Greatest Hits 1 &amp; 2,Queen,258000,0,1,
0,I Want You (She&#39;s So Heavy) (Remastered),Abbey Road (Remastered),The Beatles,467000,0,14,
0,Ibn - E - Batuta (Nucleya Remix)[Remix By Mika Singh],Ishqiya,Sukhwinder Singh,253000,1,1,
0,Ibn - E - Batuta (Remix By Jackie V),Ishqiya,Sukhwinder Singh,258000,1,1,
0,Ibn - E - Batuta,Ishqiya,Sukhwinder Singh,217000,0,9,
0,Ichak Dana Beechak Dana,Shree 420 (Original Motion Picture Soundtrack),Lata Mangeshkar,273000,1,0,
0,Idiot Banna,Dangal,Nooran Sisters,248000,0,1,
0,If I Fell (Remastered),A Hard Day&#39;s Night (Remastered),The Beatles,139000,0,0,
0,Ik Bagal,Gangs Of Wasseypur,Piyush Mishra,328000,0,3,
0,Ik Junoon (Paint It Red),Zindagi Na Milegi Dobara,Vishal Dadlani,299000,0,5,
0,Ik Junoon (Remix By Dj Shiva),Zindagi Na Milegi Dobara,Vishal Dadlani,242000,1,1,
0,Ik Onkar,Rang De Basanti (Original Motion Picture Soundtrack),A.R. Rahman,88000,0,5,
0,Ik Vaari Aa (Jubin Version),Raabta,Jubin Nautiyal,274000,0,0,
0,Ik Vaari Aa,Raabta,Arijit Singh,274000,0,1,
0,Ikk Kudi (Udta Punjab),Udta Punjab,Shahid Mallya,242000,0,10,
0,Ikk Kudi - Club Mix (Udta Punjab),Udta Punjab,"Alia Bhatt, Diljit Dosanjh",254000,1,1,
0,Ikk Kudi - Reprised Version (Udta Punjab),Udta Punjab,Diljit Dosanjh,247000,5,23,
0,Ilahi (Reprise),Yeh Jawaani Hai Deewani,Mohit Chauhan,214000,0,5,
0,Ilahi,Yeh Jawaani Hai Deewani,Arijit Singh,228000,5,12,
0,Immigrant Song,Mothership (Remastered),Led Zeppelin,146000,0,0,
0,Immigrant Song,Led Zeppelin III (Remastered),Led Zeppelin,146000,0,4,
0,Implosive Silence,Highway,Jonita Gandhi,341000,0,1,
0,In Bloom (Nevermind Version),Nevermind,Nirvana,255000,0,1,
0,In Lamhon Ke Daaman Mein,Jodhaa Akbar,Sonu Nigam &amp; Madhushree,397923,0,0,
0,In My Time Of Dying,Physical Graffiti (Remastered),Led Zeppelin,668000,0,0,
0,In My Time Of Dying,Physical Graffiti,Led Zeppelin,665000,0,0,
0,In The Evening,Mothership (Remastered),Led Zeppelin,413000,0,0,
0,In the Flesh,The Wall,Pink Floyd,255000,0,1,
0,In the Flesh?,The Wall,Pink Floyd,198000,0,18,
0,In The Light,Physical Graffiti (Remastered),Led Zeppelin,527000,0,0,
0,In The Light,Physical Graffiti,Led Zeppelin,526000,0,0,
0,India Se Aaya Tera Dost,Chandni Chowk To China,Bappi Lahiri,387000,0,1,
0,India Waale (Electronic),Happy New Year,K.K.,265000,1,0,
0,India Waale,Happy New Year,K.K.,237000,0,0,
0,Innuendo,Greatest Hits 1 &amp; 2,Queen,387000,0,0,
0,Is Jahaan Mein,Tum Mile (Original Motion Picture Soundtrack),Pritam,284000,0,0,
0,Is There Anybody Out There?,The Wall,Pink Floyd,161000,0,2,
0,Is This Love (From &#39;&#39;Kismat Konnection&#39;&#39;),Kismat Konnection,Pritam,325000,0,2,
0,Is This Love (Remix),Kismat Konnection,Pritam,347000,1,0,
0,Is This Love,Legend,Bob Marley &amp; The Wailers,230000,0,0,
0,Ishan&#39;s Theme,Taare Zameen Par,Shankar-Ehsaan-Loy,262000,0,4,
0,Ishaqzaade - Mashup,Ishaqzaade (Original Motion Picture Soundtrack),"Javed Ali,Shreya Ghoshal,Vishal Dadlani,Sunidhi Chauhan,Shalmali Kholgade,Suraj Jagan,Divya Kumar,Remix By: Abhijit Vaghani,Mashup By: Sunny Subramanian",198000,1,1,
0,Ishaqzaade,Ishaqzaade (Original Motion Picture Soundtrack),Amit Trivedi,316000,5,16,
0,Ishq Barse (The Bombay Bounce Club Mix by DJ Lloyd),Raajneeti (Original Motion Picture Soundtrack),Shantanu Moitra,233000,1,3,
0,Ishq Barse,Raajneeti (Original Motion Picture Soundtrack),Shantanu Moitra,277000,5,9,
0,Ishq Bina Ishq Bina,Taal,Sukhwinder singh,493000,0,0,
0,Ishq Bina,Taal,A.R. Rahman,465000,0,1,
0,Ishq Bulaava,Hasee Toh Phasee (Original Motion Picture Soundtrack),Vishal &amp; Shekhar,303000,0,0,
0,Ishq Dance,Jab Tak Hai Jaan,A. R. Rahman,208000,0,0,
0,Ishq Di Baajiyaan,Soorma (Original Motion Picture Soundtrack),Shankarâ€“Ehsaanâ€“Loy,287000,5,26,
0,Ishq Ka Kalma,Dhan Dhana Dhan Goal,Neeraj Shridhar,280000,0,0,
0,Ishq Mastana,Rock On 2,"Shankar Mahadevan, Digvijay Singh Pariyar",216000,0,2,
0,Ishq Mein Bajti Hai Ghanti (Love Per Square Foot),Love Per Square Foot,Udit Narayan,162000,0,0,
0,Ishq Shava,Jab Tak Hai Jaan,Raghav Mathur,270000,0,0,
0,Ishq Sufiyana (Female),The Dirty Picture,Sunidhi Chauhan,327000,0,0,
0,Ishq Sufiyana (Male),The Dirty Picture,Kamal Khan,325000,0,0,
0,Ishqa,Dishoom,Antara Mitra,167000,0,1,
0,Ishqyaun Dhishqyaun,Goliyon Ki Raasleela Ram-leela,Aditya Narayan,290690,0,2,
0,Ishqyaun Dhishyaun,Ram-Leela (Original Motion Picture Soundtrack),Aditya Narayan,290000,0,2,Yes
0,Iski Uski,2 States,Shahid Mallya,254000,0,1,
0,It&#39;s All Too Much (Remastered),Yellow Submarine (Remastered),The Beatles,385000,0,0,
0,It&#39;s Only Love (Remastered),Help! (Remastered),The Beatles,116000,0,0,
0,I&#39;ll Be Back (Remastered),A Hard Day&#39;s Night (Remastered),The Beatles,144000,0,0,
0,I&#39;ll Cry Instead (Remastered),A Hard Day&#39;s Night (Remastered),The Beatles,106000,0,0,
0,I&#39;ll Do The Talking Tonight (Remix),Agent Vinod,Aditi Singh Sharma,272000,1,0,
0,I&#39;ll Do The Talking Tonight,Agent Vinod,Aditi Singh Sharma,255000,1,2,
0,I&#39;ll Miss You (Secret Superstar),Secret Superstar,Kushal Chokshi,312000,0,4,
0,I&#39;m Going Slightly Mad,Greatest Hits 1 &amp; 2,Queen,247000,0,1,
0,I&#39;m Happy Just To Dance With You (Remastered),A Hard Day&#39;s Night (Remastered),The Beatles,116000,0,0,
0,I&#39;ve Got A Feeling (Remastered),Let It Be (Remastered),The Beatles,217000,0,0,
0,I&#39;ve Just Seen A Face (Remastered),Help! (Remastered),The Beatles,125000,0,1,
0,Jaa Simran Jaa (Dialogues),Dilwale Dulhania Le Jayenge (Original Motion Picture Soundtrack),Amrish Puri,31000,1,0,
0,Jaadu Hai Nasha,Jism (Original Motion Picture Soundtrack),Shreya Ghoshal,328000,0,1,
0,Jaadu Tone Waaliyan,Daawat-e-Ishq,Shabab Sabri,256000,0,0,
0,Jaaga Hindustan (Gold),Gold,"Divya Kumar, Sachin Sanghvi, Jigar Saraiya",307000,0,0,
0,Jaage HainÂ ,Guru (Original Motion Picture Soundtrack),A.R. Rahman,394000,0,2,
0,Jaago,Rock On 2,"Farhan Akhtar, Siddharth Mahadevan",338000,0,5,
0,Jaagran (Rockstar),Rockstar,Mohit Chauhan,63000,0,5,
