,Title,Album,Artist,Duration (ms),Rating,Play Count,Removed
0,Billie Jean,Michael Jackson&#39;s This Is It,Michael Jackson,294000,0,0,Yes
0,Billie Jean,Thriller,Michael Jackson,294000,0,0,
0,Billie Jean,Number Ones,Michael Jackson,293000,0,2,
0,Billo Rani (Remix),Dhan Dhana Dhan Goal,Anand Raj Anand,282000,1,0,
0,Billo Rani,Dhan Dhana Dhan Goal,Anand Raj Anand,329000,0,0,
0,Binte Dil,Padmaavat,Arijit Singh,192000,5,7,
0,Bismil,Haider (Original Motion Picture Soundtrack),Sukhwinder Singh,365000,5,7,
0,Black Country Woman,Physical Graffiti (Remastered),Led Zeppelin,264000,0,0,
0,Black Country Woman,Physical Graffiti,Led Zeppelin,264000,0,0,
0,Black Dog,Mothership (Remastered),Led Zeppelin,295000,0,1,
0,Black Dog,Led Zeppelin IV (Remastered),Led Zeppelin,295000,0,2,
0,Black Jama Hai,Raid,Sukhwinder Singh,220000,0,2,
0,Black Mountain Side,Led Zeppelin (Deluxe Edition),Led Zeppelin,132000,0,0,
0,Black or White (Remastered Version),Michael Jackson&#39;s This Is It,Michael Jackson,256000,0,0,Yes
0,Black or White (Single Version),Number Ones,Michael Jackson,198000,0,1,
0,Bloody Hell,Rangoon,Sunidhi Chauhan,252000,0,0,
0,Blue Jay Way (Remastered),Magical Mystery Tour (Remastered),The Beatles,235000,0,0,
0,Bohemian Rhapsody,Greatest Hits 1 &amp; 2,Queen,357000,0,1,
0,Bohot Dukha Mann,Mukkabaaz,"Rachita Arora , Dev Arijit",263053,0,0,
0,Bol Beliya,Kill Dil,"Shankar Mahadevan,Sunidhi Chauhan, Siddharth Mahadevan",297000,0,0,
0,Bol Ke Lab Azaad Hain (Manto),Bol Ke Lab Azad Hai (Manto),"Rashid Khan, Vidya Shah",296000,0,0,
0,Bolna,Kapoor &amp; Sons (Since 1921) (Original Motion Picture Soundtrack),Tanishk Bagchi,212000,0,0,
0,"Bolo Har Har Har (feat. Mohit Chauhan, Sukhwinder Singh, Badshah, Megha Sriram Dalton, Anugrah, Sandeep Shrivastava)",Shivaay,Mithoon,294000,0,1,
0,Bom Diggy Diggy,Sonu Ke Titu Ki Sweety,Zack Knight,238000,0,0,
0,Boogie With Stu,Physical Graffiti (Remastered),Led Zeppelin,232000,0,0,
0,Boogie With Stu,Physical Graffiti,Led Zeppelin,231000,0,0,
0,Boombai Nagariya (Club Mix),Taxi No. 9211 (Original Motion Picture Soundtrack),Bappi Lahiri,193000,1,0,
0,Boombai Nagariya (Living In The City),Taxi No. 9211 (Original Motion Picture Soundtrack),Bappi Lahiri,199000,5,10,
0,Boond Boond,Roy,Ankit Tiwari,321000,0,5,
0,Brain Damage,The Dark Side of the Moon,Pink Floyd,226000,0,1,
0,Break of Dawn,Number Ones,Michael Jackson,329000,0,0,
0,Breathe (In the Air),The Dark Side of the Moon,Pink Floyd,169000,0,5,
0,Breed,Nevermind,Nirvana,184000,0,0,
0,Bring It On Home,Led Zeppelin II (Deluxe Edition),Led Zeppelin,259000,0,0,
0,Bring the Boys Back Home,The Wall,Pink Floyd,87000,0,1,
0,Bron-Y-Aur Stomp,Led Zeppelin III (Remastered),Led Zeppelin,257000,0,2,
0,Bron-Yr-Aur,Physical Graffiti (Remastered),Led Zeppelin,126000,0,0,
0,Bron-Yr-Aur,Physical Graffiti,Led Zeppelin,126000,0,0,
0,Brothers Anthem,Brothers (Original Motion Picture Soundtrack),Ajay-Atul,353000,0,1,
0,Buddhu Sa Mann,Kapoor &amp; Sons (Since 1921) (Original Motion Picture Soundtrack),Amaal Mallik,206000,0,0,
0,Buffalo Soldier,Legend,Bob Marley &amp; The Wailers,257000,0,0,
0,Bulleya (Reprise),Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],Arijit Singh,348000,5,25,
0,Bulleya,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],Amit Mishra,348000,0,7,
0,Bulleya,Sultan,Papon,357000,0,4,
0,Bum Bum Bole,Taare Zameen Par,Aamir Khan,335000,0,2,
0,Bunty Aur Babli,Bunty Aur Babli,"Sukhwinder Singh,Jaspinder Narula, Shankar Mahadevan, Siddharth Mahadevan",343000,0,1,
0,Bure Bure and Boro Boro,Bluff Master (Original Motion Picture Soundtrack),Robert Uhlmarash,186000,0,0,
0,Butterfly,Jab Harry Met Sejal (Original Motion Picture Soundtrack),Dev Negi,237000,0,1,
0,Byapok Fan - Bengali Version,Fan,Anupam Roy,225000,1,0,
0,Byomkesh In Love,Detective Byomkesh Bakshy,"Rishi Bradoo,Anil Bradoo,Usri Banerjee",199000,0,2,
0,C C 2 C,Chandni Chowk To China,Bohemia,220000,0,0,
0,Calcutta Kiss,Detective Byomkesh Bakshy,"Imaad Shah,Saba Azad",190000,0,1,
0,Can&#39;t Buy Me Love (Remastered),A Hard Day&#39;s Night (Remastered),The Beatles,131000,0,0,
0,Carry That Weight (Remastered),Abbey Road (Remastered),The Beatles,96000,0,5,
0,Celebration Day,Led Zeppelin III (Remastered),Led Zeppelin,210000,0,0,
0,Chaandaniya,2 States,K. Mohan,247000,0,1,
0,Chaar Dina Ki,Matru Ki Bijlee Ka Mandola (Original Motion Picture Soundtrack),Vishal Bhardwaj,124000,0,0,
0,Chaar Kadam,Pk,Shreya Ghoshal &amp; Shaan,242000,0,8,
0,Chaav Laaga,Sui Dhaaga - Made in India,Papon &amp; Ronkini Gupta,348000,0,1,
0,Chad Gayi Hai (Gold),Gold,"Vishal Dadlani, Sachin Sanghvi, Jigar Saraiya",185000,0,1,
0,Chahun Main Ya Naa,Aashiqui 2,Palak Muchhal,304000,5,24,
0,Chaiyya Chaiyya,Dil Se,Sukhwinder Singh,416000,0,2,
0,Chak De India,Chak De India,"Sukhvinder Singh,Salim Merchant &amp; Marianne D&#39;Cruz",283000,0,2,
0,Chak Lein De (Remix By Dj A-Myth),Chandni Chowk To China,Kailash Kher,274000,1,0,
0,Chak Lein De,Chandni Chowk To China,Kailash Kher,262000,0,3,
0,Chakora,Mirzya - Dare To Love,Mame Khan,218000,0,0,
0,Chal Hand Uthake Nachche,Besharam,Sunidhi Chauhan,211000,0,0,
0,Chale Chalo,Lagaan (Original Motion Picture Soundtrack),A.R. Rahman,400000,0,1,
0,Chale Jaise Hawaien,Main Hoon Na,K.K.,324000,0,2,
0,Chale Jaise Hawayein (Remix),Main Hoon Na,K.K.,247000,0,0,
0,Chali Kahani,Tamasha,Haricharan,319000,5,21,
0,Challa,Jab Tak Hai Jaan,Rabbi,320000,5,15,
0,"Chalo Tumko Lekar, Pt. 1",Jism (Original Motion Picture Soundtrack),Shreya Ghoshal,288000,0,0,
0,"Chalo Tumko Lekar, Pt. 2",Jism (Original Motion Picture Soundtrack),Shreya Ghoshal,177000,0,0,
0,Chand Lamhe,Helicopter Eela (Original Motion Picture Soundtrack),Shilpa Rao,244000,0,2,
0,Chand Sifarish,Fanaa,"Shaan,Kailash Kher",275000,5,18,
0,Chanda Chamke,Fanaa,"Babul Supriyo,Mahalaxmi Iyer,Master Akshay Bhagwat,Aamir Khan,Kajol",228000,0,2,
0,Chandni Chowk To China (Remix By Dj A-Myth),Chandni Chowk To China,Anushka Manchanda,278000,0,0,
0,Chandni Chowk To China,Chandni Chowk To China,Anushka Manchanda,241000,0,2,
0,Chann Chann (Munnabhai MBBS / Soundtrack Version),Munnabhai MBBS (OST),Shreya Ghosal,419000,0,2,
0,Channa Mereya (Unplugged),Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],Arijit Singh,165000,0,0,
0,Channa Mereya,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],Arijit Singh,289000,5,12,
0,Chase In Chinatown,Detective Byomkesh Bakshy,"Vyshnav Balasubramaniam,Sandeep Madhavan",235000,0,1,
0,Chavanprash,Bhavesh Joshi Superhero,"Divya Kumar, Pragati Joshi, Arohi Mhatre",261067,5,27,
0,Chennai Express Mashup(Remix By Kiran Kamath),Chennai Express,Chinmayi Sripada,217000,1,0,
0,Chennai Express,Chennai Express,Jonita Gandhi,283000,0,1,
0,Chhabeela,Saawariya (Original Motion Picture Soundtrack),Alka Yagnik,323000,0,0,
0,Chhaliya,Tashan,"Sunidhi Chauhan,Piyush Mishra",286000,0,1,
0,Chhalka Chhalka Re,Saathiya,"Richa Sharma,Mahalaxmi, Vaishali, Shoma",346000,0,0,
0,Chhi - Chha Ledar,Gangs Of Wasseypur - 2,Durga (12Yrs),248000,0,3,
0,Chhipkali,Mukkabaaz,Vijay Arora,208561,0,1,
0,Chhote Chhote Peg,Sonu Ke Titu Ki Sweety,Yo Yo Honey Singh,203000,0,1,
0,Chicken Dance (Love Per Square Foot),Love Per Square Foot,"Benny Dayal, Shivangi Bhayana",241000,0,0,
0,Chicken Kuk-Doo-Koo,Bajrangi Bhaijaan,Palak Muchhal,343000,0,0,
0,Chikni Chameli,Agneepath,Ajay-Atul,301000,0,3,
0,Chitta Ve (Udta Punjab),Udta Punjab,"Babu Haabi, Shahid Mallya, Bhanu Prtap",287000,0,5,
0,Chitti Aai Hain (Dialogues),Dilwale Dulhania Le Jayenge (Original Motion Picture Soundtrack),Amrish Puri,161000,1,0,
0,"Chittiyaan Kalaiyaan - Remix(Remix By Meet Bros Anjjan,Feat. Dj Khushi)",Roy,Khushbu Jain,162000,1,0,
0,Chittiyaan Kalaiyaan,Roy,Meet Bros Anjjan,246000,0,1,
0,Chittiyaan Kalaiyaan,Roy,Khushbu Jain,246000,1,1,
0,Chokra Jawaan,Ishaqzaade (Original Motion Picture Soundtrack),Amit Trivedi,310000,0,6,
0,Chonch Ladhiyaan,Manmarziyaan,Harshdeep Kaur &amp; Jazim Sharma,295340,5,7,
0,Chor Police,Matru Ki Bijlee Ka Mandola (Original Motion Picture Soundtrack),Vishal Bhardwaj,58000,0,1,
0,Chori Chori (Hunterrr),Hunterrr,"Arijit Singh, Sona Mohapatra",250000,0,1,
0,Chori Chori,Rangoon,Rekha Bhardwaj,173000,0,0,
0,Chori Kiya Re Jiya,Dabangg,Sonu Nigam,286000,5,14,
0,Chori Pe Chori,Saathiya,"Asha Bhosle,Karthik",301000,0,2,
0,Chota Sa Fasana,Karwaan,Arijit Singh,244000,0,0,
0,Chulbuli,Babumoshai Bandookbaaz (Original Motion Picture Soundtrack),Papon,260000,5,19,
0,Chup Chup Ke,Bunty Aur Babli,"Sonu Nigam,Mahalaxmi Iyer",433000,0,2,
0,Chupke Se,Saathiya,"Sadhana Sargam,,Murtuza, Qadir",364000,0,2,
0,Citylights (Title Song),Citylights (Original Motion Picture Soundtrack),Jeet Gannguli,203000,0,2,
0,Come As You Are,Nevermind,Nirvana,218000,0,1,
0,Come Fishing (Bluff Masteri Theme),Bluff Master (Original Motion Picture Soundtrack),Sameer Uddin,162000,1,2,
0,Come Together (Remastered),Abbey Road (Remastered),The Beatles,259000,0,12,
0,Comfortably Numb,The Wall,Pink Floyd,382000,0,6,
0,Communication Breakdown,Mothership (Remastered),Led Zeppelin,148000,0,1,
0,Communication Breakdown,Led Zeppelin (Deluxe Edition),Led Zeppelin,150000,0,0,
0,Confidence,Johnny Gaddaar,Instrumental,123000,1,1,
0,Conspiracy,Bombay Velvet,Amit Trivedi,210128,0,6,
0,Could You Be Loved,Legend,Bob Marley &amp; The Wailers,237000,0,1,
0,Crazy Little Thing Called Love,Greatest Hits 1 &amp; 2,Queen,163000,0,0,
0,Custard Pie,Physical Graffiti (Remastered),Led Zeppelin,255000,0,0,
0,Custard Pie,Physical Graffiti,Led Zeppelin,253000,0,0,
0,Cutiepie,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],Pardeep Singh Sran,231000,0,1,
0,D Se Dance,Humpty Sharma Ki Dulhania (Original Motion Picture Soundtrack),Vishal Dadlani,203000,0,0,
0,Da Da Dasse (Udta Punjab),Udta Punjab,"Kanika Kapoor, Babu Haabi",241000,5,12,
0,Daagh Na Lag Jaye,Mera Naam Joker (Original Motion Picture Soundtrack),Asha Bhosle,291000,1,0,
0,Daata Tu,Tiger Zinda Hai,Shreya Ghoshal,253000,0,1,
0,Daawat-e-Ishq (Instrumental),Daawat-e-Ishq,Sajid Wajid,131000,0,0,
0,Daawat-e-Ishq,Daawat-e-Ishq,"Javed Ali,Sunidhi Chauhan",330000,0,2,
0,Dabangg Reloaded (Remix By Friedbrainmusic.Com),Dabangg 2,Sukhwinder Singh,244000,1,1,
0,Dabangg Reloaded,Dabangg 2,Sukhwinder Singh,247000,0,1,
0,Dabangg Theme Robinhood Pandey,Dabangg,Salman Khan,168000,0,1,
0,Dagabaaz Re,Dabangg 2,Rahat Fateh Ali Khan,287000,0,3,
0,Dagmag Dagmag (Veere Di Wedding),Veere Di Wedding,"Vishal Mishra, Payal Dev",245000,0,4,
0,Daingad Daingad,Humpty Sharma Ki Dulhania (Original Motion Picture Soundtrack),Divya Kumar,222000,0,0,
0,Daiyya Maiyya,Kill Dil,"Jaaved Jaaferi,Rasika Chandrashekhar,Udit Narayan, Shankar Mahadevan",202000,0,5,
0,Dance Like A Chammiya,Happy New Year,Sunidhi Chauhan,211000,0,0,
0,Dance Pe Chance,Rab Ne Bana Di Jodi,Labh Janjua,261000,0,3,
0,Dancing Days,Houses Of The Holy (Remastered),Led Zeppelin,223000,0,0,
0,Dancing Jodi,Rab Ne Bana Di Jodi,"Salim ,Sulaiman",239000,0,0,
0,Dangal,Dangal,Daler Mehndi,299000,5,19,
0,Daras Bina Nahin Chain,Saawariya (Original Motion Picture Soundtrack),Richa Sharma,245000,0,0,
0,Darasal,Raabta,Atif Aslam,274000,0,3,
0,Darbaan,Bombay Velvet,Papon,239621,5,25,
0,Darbadar,Citylights (Original Motion Picture Soundtrack),Jeet Gannguli,262000,0,0,
0,Dard - E - Disco (Remix By Dj Aqeel),Om Shanti Om,Marianne D&#39;cruz,276000,1,2,
0,Dard - E - Disco,Om Shanti Om,Sukhwinder Singh,268000,0,4,
0,Dard Karaara,Dum Laga Ke Haisha,"Kumar Sanu,Sadhana Sargam",255000,0,5,
0,Dariya,Baar Baar Dekho Soundtrack,Arko Pravo Mukherjee,217000,0,0,
0,"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",Shivaay,Mithoon,374000,0,0,
0,Darling,7 Khoon Maaf,Vishal Bhardwaj,208000,0,4,
0,Darmiyaan,Chef,Raghu Dixit,313000,0,0,
0,Daryaa (Unplugged),Manmarziyaan,Deveshi Sahgal,209580,1,1,
0,Daryaa,Manmarziyaan,Ammy Virk &amp; Shahid Mallya,261982,5,11,
0,"Dastaan (The Dark Side Mix)[Remix By Zoheb,Dj Nikhil,Chinappa,Dj Nawed]",Om Shanti Om,Shaan,379000,1,0,
0,Dastaan - E - Om Shanti Om,Om Shanti Om,Shaan,426000,5,8,
0,"Dazed And Confused (Live in Paris, 1969)",Led Zeppelin (Deluxe Edition),Led Zeppelin,901000,1,0,
0,Dazed And Confused,Mothership (Remastered),Led Zeppelin,388000,0,1,
0,Dazed And Confused,Led Zeppelin (Deluxe Edition),Led Zeppelin,388000,0,0,
0,De De Jagah (Parmanu),Parmanu,Yasser Desai,235000,0,0,
0,Dedh Ishqiya Instrumental,Dedh Ishqiya,,109000,0,0,
0,"Deewangi (Rainbow Mix)[Remix By Dj Kiran,Dj G]",Om Shanti Om,Sunidhi Chauhan,286000,0,2,
0,Deewangi Deewangi,Om Shanti Om,Udit Narayan,352000,0,2,
0,Deewani Mastani,Bajirao Mastani,"Shreya Ghoshal, Ganesh Chandanshive, Mujtaba Aziz Naza",340375,0,7,
0,Dekh Le (Munnabhai MBBS / Soundtrack Version),Munnabhai MBBS (OST),Anu Malik,203000,0,1,
0,Dekh Le (Remix),Munnabhai MBBS (OST),Anu Malik,321000,1,1,
0,Dekha Hazaro Dafaa,Rustom,Arijit Singh,212000,0,0,
0,Dekho Na,Swades,Alka Yagnik,346000,0,1,
0,Dekho Na,Fanaa,"Sonu Nigam,Sunidhi Chauhan",322000,0,0,
0,Dekhte Dekhte (Rahat Fateh Ali Khan Version),Batti Gul Meter Chalu,Rahat Fateh Ali Khan,256000,5,6,
0,Dekhte Dekhte,Batti Gul Meter Chalu,Atif Aslam,256000,0,1,
0,Der Lagi Lekin,Zindagi Na Milegi Dobara,Shankar Mahadevan,355000,0,2,
0,Des Rangila,Fanaa,Mahalaxmi Iyer,318000,0,2,
0,Desi Girl,Dostana (Original Motion Picture Soundtrack),Vishal &amp; Shekhar,306000,0,3,
0,Destroyed In Love [Lounge Mix] (Instrumental),Fanaa,Jatin-Lalit,290000,1,2,
0,Dev - Chanda (Theme-1),Dev D,Bianca Gomes,141000,0,7,
0,Dev - Chanda (Theme-2),Dev D,Amit Trivedi,107000,0,8,
0,Deva Shree Ganesha,Agneepath,Ajay-Atul,356000,0,2,
0,Dhaai Kilo Bakwaas,Karwaan,Shwetang Shankar,175000,0,0,
0,Dhaakad - Aamir Khan Version,Dangal,Aamir Khan,176000,0,5,
0,Dhaakad,Dangal,Raftaar,176000,0,4,
0,Dhadaam Dhadaam,Bombay Velvet,Neeti Mohan,318902,5,13,
0,Dhadak Dhadak,Bunty Aur Babli,"Udit Narayan,Sunidhi Chauhan, Nihira Joshi",392000,0,0,
0,Dhadak Title Track,Dhadak,"Ajay Gogavale, Shreya Ghoshal",243000,5,11,
0,Dhak Dhak,Bollywood Unplugged,Rachel Varghese,245000,0,2,
0,Dhal Jaun Main,Rustom,Akanksha Sharma,295000,0,1,
0,Dhan Dhan Dharti (Reprise-Call of the Soil),Raajneeti (Original Motion Picture Soundtrack),Wayne Sharpe,279000,1,1,
0,Dhan Dhan Dharti,Raajneeti (Original Motion Picture Soundtrack),Wayne Sharpe,281000,0,0,
0,Dhan Te Nan (Remix),Kaminey,Robert Bob Omulo,242000,1,0,
0,Dhan Te Nan,Kaminey,Robert Bob Omulo,279000,5,22,
0,Dharpakad,Special 26,Bappi Lahiri,142000,0,3,
0,Dhating Naach,Phata Poster Nikhla Hero,Shefali Alvaris,190000,0,1,
0,Dheemi,Trapped,Tejas Menon,150000,0,0,
0,Dheere Dheere,Kalyug (Original Motion Picture Soundtrack),Alisha Chinai,325000,0,1,
0,Dhingana,Raees,Mika Singh,166000,0,1,
0,Dhoka,Manorama,Richa Sharma,252000,0,0,
0,Dhoka,Johnny Gaddaar,Loy Mendonsa,247000,0,3,
0,Dhol Yaara Dhol,Dev D,Kshitij Tarey,248000,0,13,
0,Dhoom Dhadakka,Namaste England (Original Motion Picture Soundtrack),Mannan Shaah,357000,0,0,
0,Dhoom Dhoom,Dhoom,Pritam,261000,0,0,
0,Dhoom Machale Dhoom - Arabic,Dhoom 3,Naya,227000,1,2,
0,Dhoom Machale Dhoom,Dhoom 3,Aditi Singh Sharma,235000,0,0,
0,Dhoom Machale,Dhoom,Pritam,375000,0,4,
0,Dhoom Taana,Om Shanti Om,Shreya Ghoshal,373000,0,4,
0,Dhoom Tap,Dhoom 3,Pritam,167000,0,2,
0,Dhoom:3 Overture,Dhoom 3,Julius Packiam,250000,1,0,
0,Dhoop,Goliyon Ki Raasleela Ram-leela,Shreya Ghoshal,216241,5,8,
0,Dhoop,Ram-Leela (Original Motion Picture Soundtrack),Shreya Ghoshal,216000,0,2,Yes
0,Dhuaan,D-Day,Rahul Ram,206000,0,1,
0,Dhundla Jo Sama Bandha,Manorama,Kailash Kher,304000,0,0,
0,Dhyaanchand,Manmarziyaan,Nikhita Gandhi &amp; Amit Trivedi,250096,5,15,
0,Dig A Pony (Remastered),Let It Be (Remastered),The Beatles,235000,0,0,
0,Dig It (Remastered),Let It Be (Remastered),The Beatles,50000,0,0,
0,Dil Aakhir Tu Kyun Rota Hai,Zindagi Na Milegi Dobara,Farhan Akhtar,86000,0,2,
0,Dil Beparwah,Phamous,Jubin Nautiyal,286000,0,0,
0,Dil Chahta Hai(Reprise),Dil Chahta Hai,Shankar Mahadevan,256000,0,0,
0,Dil Chahta Hai,Dil Chahta Hai,Shankar Mahadevan,310000,5,19,
0,Dil Chori,Sonu Ke Titu Ki Sweety,Yo Yo Honey Singh,226000,0,2,
0,Dil Dance Maare,Tashan,"Sukhwinder Singh,Sunidhi Chauhan,Udit Narayan",324000,0,5,
0,Dil Darbadar,Bollywood Unplugged,Ankit Tiwari,377000,0,4,
0,Dil Darbadar,Pk,Ankit Tiwari,312000,0,2,
0,Dil Dhadakne Do,Zindagi Na Milegi Dobara,Joi Barua,230000,5,11,
0,Dil Dhadakne Do,Dil Dhadakne Do,Priyanka Chopra,228000,0,3,
0,Dil Dhadke Louder Louder,Mubarakan,Rinku Giri,271000,0,1,
0,Dil Dil Hai,7 Khoon Maaf,Vishal Bhardwaj,186000,0,1,
0,Dil Diyan Gallan (Unplugged),Tiger Zinda Hai,Neha Bhasin,243000,1,1,
0,Dil Diyan Gallan,Tiger Zinda Hai,Atif Aslam,260000,5,20,
0,Dil Dooba (Remix),Khakee,Sonu Nigam,256000,1,0,
0,Dil Dooba,Khakee,Sonu Nigam,230000,0,5,
0,Dil Gira Dafatan,Delhi-6,Ash King,336000,0,3,
0,Dil Haara,Tashan,Sukhwinder Singh,352000,5,24,
0,Dil Ibaadat (Rock),Tum Mile (Original Motion Picture Soundtrack),Pritam,326000,0,2,
0,Dil Ibaadat,Tum Mile (Original Motion Picture Soundtrack),Pritam,329000,0,2,
0,Dil Ka Haal Sune Dilwala,Shree 420 (Original Motion Picture Soundtrack),Manna Dey,290000,1,1,
0,Dil Ka Mizaaj Ishqiya - Remix,Dedh Ishqiya,Rahat Fateh Ali Khan,283000,0,0,
0,Dil Ka Mizaaj Ishqiya,Dedh Ishqiya,Rahat Fateh Ali Khan,382000,0,0,
0,Dil Kaa Jo Haal Hai (Remix By Dj Shiva),Besharam,Shreya Ghoshal,271000,1,2,
0,Dil Kaa Jo Haal Hai,Besharam,Shreya Ghoshal,302000,5,11,
0,Dil Ko Hazar Bar (with Dialogues),Murder (Original Motion Picture Soundtrack),Alisha Chinai,394000,1,1,
0,Dil Ko Hazar Bar,Murder (Original Motion Picture Soundtrack),Alisha Chinai,334000,0,0,
0,Dil Lagaana (Hunterrr),Hunterrr,Altaf Raja,249000,5,11,
0,Dil Mein Jaagi,Dev D,Anusha Mani,179000,0,11,
0,Dil Mera Muft Ka (Remix),Agent Vinod,Malini Awasthi,227000,1,0,
0,Dil Mera Muft Ka,Agent Vinod,Nandini Srikar,266000,0,0,
0,Dil Se Re,Dil Se,A. R. Rahman,405000,5,7,
0,Dil To Bachcha Hai,Ishqiya,Rahat Fateh Ali Khan,334000,5,22,
0,Dilbar,Satyameva Jayate,Neha Kakkar,184000,0,0,
0,Dilbara (Reprisal) Edit,Dhoom,Pritam,276000,0,1,
0,Dilbara,Dhoom,Pritam,272000,0,1,
0,Dilbaro (Raazi),Raazi,Harshdeep Kaur,314000,5,13,
0,Dilli - 6,Delhi-6,Viviane,214000,5,19,
0,Dilli,No One Killed Jessica,"Tochi Raina, Shriram Iyer &amp; Aditi Singh Sharma",232515,5,19,
0,Dilliwaali Girlfriend,Yeh Jawaani Hai Deewani,Sunidhi Chauhan,260000,0,5,
0,Dilwale Dulhania Le Jayenge (Dialogues),Dilwale Dulhania Le Jayenge (Original Motion Picture Soundtrack),Shah Rukh Khan,3664000,1,0,
0,Dilwale Dulhania Le Jayenge Theme (Instrumental),Dilwale Dulhania Le Jayenge (Original Motion Picture Soundtrack),Jatin - Lalit,26000,1,0,
0,Din Shagna Da,Phillauri,Jasleen Royal,215000,0,0,
0,Ding Dong,Finding Fanny (Original Motion Picture Soundtrack),Mathias Duplessy,203000,0,3,
0,Dirty Diana (2012 Remaster),Bad (Remastered),Michael Jackson,280000,0,0,
0,Dirty Diana,Number Ones,Michael Jackson,280000,0,0,
0,Dizzy Miss Lizzy (Remastered),Help! (Remastered),The Beatles,176000,0,0,
0,Do Aur Do Paanch,Bluff Master (Original Motion Picture Soundtrack),Kishore Kumar,269000,0,2,
0,Do Jahaan,Haider (Original Motion Picture Soundtrack),Suresh Wadkar,265000,0,2,
0,Doli Re Doli,Mirzya - Dare To Love,Mame Khan,333000,0,2,
0,Don&#39;t Leave Me Now,The Wall,Pink Floyd,255000,0,2,
0,Don&#39;t Stop Me Now,Greatest Hits 1 &amp; 2,Queen,210000,0,2,
0,Don&#39;t Stop &#39;Til You Get Enough (2003 Edit),Number Ones,Michael Jackson,236000,0,0,
0,Dooba Dooba,Helicopter Eela (Original Motion Picture Soundtrack),Sunidhi Chauhan,243000,0,1,
0,Door Na Ja,Jannat (Original Motion Picture Soundtrack),Pritam,351000,0,0,
0,Doosri Darling,7 Khoon Maaf,Vishal Bhardwaj,184000,0,2,
0,Down By The Seaside,Physical Graffiti (Remastered),Led Zeppelin,315000,0,0,
0,Down By The Seaside,Physical Graffiti,Led Zeppelin,313000,0,0,
0,Drain You,Nevermind,Nirvana,223000,0,0,
0,Drama Queen,Hasee Toh Phasee (Original Motion Picture Soundtrack),Vishal &amp; Shekhar,198000,0,3,
0,Drive,Con.Fi.Den.Tial,Diljit Dosanjh,230000,0,0,
0,Dum Dum (Punjabi Version),Phillauri,Vivek Hariharan,382000,0,1,
0,Dum Dum (Reprise) [Diljit Dosanjh Version],Phillauri,Diljit Dosanjh,229000,0,1,
0,Dum Dum (Sufi Mix),Band Baaja Baaraat,"Sukhwinder Singh,Himani Kapoor, Remix By: Abhijit Vaghani",270000,0,0,
0,Dum Dum Andar,Coke Studio India Season 3: Episode 2,Ram SampathÂ ,403000,0,2,
0,Dum Dum,Phillauri,Vivek Hariharan,312000,0,0,
0,Dum Dum,Rock @ Coke Studio India,Shilpa Rao,312000,0,1,
0,Dum Dum,Band Baaja Baaraat,"Benny Dayal,Himani Kapoor",310000,0,1,
0,Dum Laga Ke Haisha,Dum Laga Ke Haisha,"Kailash Kher,Jyoti Nooran,Sultana Nooran",214000,0,2,
0,Duma Dum,Bollywood Unplugged,Rachel Varghese,276000,0,3,
0,Duma Dum,D-Day,Mika Singh,280000,0,3,
0,Dumb,In Utero (20th Anniversary Remaster),Nirvana,151000,0,1,
0,Duniya,Dev D,Amit Trivedi,230000,5,31,
0,Duniya,Gulaal,Piyush Mishra,407000,0,0,
0,Dushman Mera,Don 2,Shankar Mahadevan,223000,0,1,
0,D&#39;yer Mak&#39;er,Mothership (Remastered),Led Zeppelin,262000,0,0,
0,D&#39;yer Mak&#39;er,Houses Of The Holy (Remastered),Led Zeppelin,262000,0,3,
0,Earth Song (Radio Edit),Number Ones,Michael Jackson,301000,0,0,
0,Earth Song (Remastered Version),Michael Jackson&#39;s This Is It,Michael Jackson,406000,0,0,Yes
0,Easy Skanking,Legend,Bob Marley &amp; The Wailers,177000,0,0,
0,Eclipse,The Dark Side of the Moon,Pink Floyd,130000,0,0,
0,Ek Aur Bismil,Haider (Original Motion Picture Soundtrack),Sukhwinder Singh,242000,5,16,
0,Ek Charraiya (Unplugged),Citylights (Original Motion Picture Soundtrack),Jeet Gannguli,287000,0,0,
0,Ek Charraiya,Citylights (Original Motion Picture Soundtrack),Jeet Gannguli,286000,0,0,
0,Ek Dil Ek Jaan,Padmaavat,Shivam Pathak,219000,5,7,
0,Ek Din Ke Liye,Shootout At Wadala,Anu Malik,48000,0,1,
0,Ek Dooni Do,Rangoon,Rekha Bhardwaj,237000,0,1,
0,Ek Ghadi,D-Day,Rekha Bhardwaj,403000,0,0,
0,Ek Hockey Doongi Rakh Ke,Chak De India,"Shahrukh Khan,Kk &amp; The Hockey Team",312000,0,1,
0,Ek Hulchul Si,Dev D,Joi,267000,5,23,
0,Ek Kurari Larkika Akela Pan (Dialogues),Murder (Original Motion Picture Soundtrack),Mallika Sherawat,52000,0,1,
